JD,|A|
2459690.25673611,0.020138962237414
2459690.25679398,0.020569914924472
2459690.25685185,0.021133075971093
2459690.25690972,0.018974683133059
2459690.25696759,0.022129457743018
2459690.25702546,0.019866942391823
2459690.25708333,0.017515310445436
2459690.2571412,0.021234137609048
2459690.25719907,0.020151486297542
2459690.25725694,0.021171211585547
2459690.25731481,0.018787871087486
2459690.25738426,0.021107636059019
2459690.25744213,0.02023324492018
2459690.2575,0.02082319860156
2459690.25755787,0.020033886292979
2459690.25762731,0.02233242037935
2459690.25768519,0.019227534943409
2459690.25774306,0.020850623491877
2459690.25780093,0.021946974734573
2459690.25787037,0.018434969487363
2459690.25792824,0.022967468297573
2459690.25798611,0.018099947513736
2459690.25804398,0.021638514274321
2459690.25810185,0.018701489245512
2459690.25815972,0.020146932769035
2459690.25821759,0.019422682615952
2459690.25827546,0.020905831722273
2459690.25834491,0.019490002565418
2459690.25840278,0.02217290238106
2459690.25846065,0.018949282308309
2459690.25851852,0.023119247392595
2459690.25857639,0.019945585977855
2459690.25863426,0.019459331951534
2459690.25869213,0.019440915616298
2459690.25875,0.021168837946378
2459690.25881944,0.021066883965124
2459690.25887731,0.018905451594712
2459690.25893518,0.020686519765297
2459690.25899306,0.022381881064826
2459690.2590625,0.020579426619807
2459690.25912037,0.019171692674357
2459690.25917824,0.020501904789556
2459690.25923611,0.018678565255394
2459690.25929398,0.018551183250672
2459690.25935185,0.020552304007094
2459690.25940972,0.021114016671396
2459690.25946759,0.018483454763653
2459690.25953704,0.018759043152571
2459690.25959491,0.021267801955068
2459690.25965278,0.021978903521332
2459690.25971065,0.020861900680427
2459690.25978009,0.019109790684359
2459690.25983796,0.022030553783326
2459690.25989583,0.021255385199991
2459690.2599537,0.021614256869021
2459690.26001157,0.018608756003559
2459690.26006944,0.021259402625662
2459690.26012731,0.018962386453187
2459690.26018519,0.019309212827042
2459690.26025463,0.02170129950026
2459690.2603125,0.018540315531296
2459690.26037037,0.0223005381101
2459690.26042824,0.019555093965512
2459690.26049768,0.018057189703827
2459690.26055556,0.020340985718495
2459690.26061343,0.019172253388687
2459690.2606713,0.020588601215236
2459690.26074074,0.02160834098213
2459690.26079861,0.019233954351615
2459690.26085648,0.019050427816719
2459690.26091435,0.019420095262382
2459690.26097222,0.022882405904974
2459690.26103009,0.020549454980607
2459690.26108796,0.019856819987098
2459690.26114583,0.01932161742712
2459690.26121528,0.018845031175352
2459690.26127315,0.022745421517308
2459690.26133102,0.018866616018778
2459690.26138889,0.020660341236291
2459690.26145833,0.018665706522926
2459690.2615162,0.020742376912977
2459690.26157407,0.021109855518217
2459690.26163194,0.022337161860899
2459690.26168981,0.018832700284346
2459690.26174769,0.020269077433371
2459690.26180556,0.021050429924351
2459690.26186343,0.01977061708698
2459690.26193287,0.020651789268729
2459690.26199074,0.020547364794542
2459690.26204861,0.020904174224303
2459690.26210648,0.018553603423594
2459690.26217593,0.020793789938345
2459690.2622338,0.019947543708437
2459690.26229167,0.020452740647649
2459690.26234954,0.01993317837175
2459690.26241898,0.020623532675078
2459690.26247685,0.019710446468815
2459690.26253472,0.021038835519106
2459690.26259259,0.019021151384709
2459690.26265046,0.018996762882133
2459690.26270833,0.020961290513707
2459690.2627662,0.02081255630623
2459690.26282407,0.019855591152116
2459690.26289352,0.019127122104488
2459690.26295139,0.02098739621773
2459690.26300926,0.0198753415065
2459690.26306713,0.021114016671396
2459690.263125,0.021055946903429
2459690.26318287,0.020444698579338
2459690.26324074,0.02086709371235
2459690.26329861,0.019954563387857
2459690.26336806,0.020465739664131
2459690.26342593,0.020993789557867
2459690.2634838,0.019813222857476
2459690.26354167,0.021690682331361
2459690.26359954,0.019453989308109
2459690.26365741,0.020725925793556
2459690.26371528,0.022750248350293
2459690.26377315,0.018202648158991
2459690.26384259,0.021621096179426
2459690.26390046,0.019440915616298
2459690.26395833,0.022259667562657
2459690.2640162,0.018339983642305
2459690.26407407,0.019606906946278
2459690.26413194,0.019743520456089
2459690.26418981,0.019052579877801
2459690.26424769,0.019425848758806
2459690.26431713,0.020993858625798
2459690.264375,0.020527191722201
2459690.26443287,0.022730741298955
2459690.26449074,0.020352066234169
2459690.26456019,0.021921922817125
2459690.26461806,0.018864416237986
2459690.26467593,0.022121539277365
2459690.2647338,0.01872707131401
2459690.26480324,0.020271196313982
2459690.26486111,0.020310878858385
2459690.26491898,0.021484678261496
2459690.26497685,0.019600783147619
2459690.26503472,0.02182657325372
2459690.26509259,0.019857532575826
2459690.26515046,0.019875537728575
2459690.26520833,0.019716411945382
2459690.26527778,0.020433428493525
2459690.26533565,0.023060323067989
2459690.26539352,0.020189784545656
2459690.26545139,0.020537648356129
2459690.26552083,0.020418998506293
2459690.2655787,0.020621544559029
2459690.26563657,0.021587982768198
2459690.26569444,0.019607105854766
2459690.26575231,0.022170151104582
2459690.26581019,0.019094001675919
2459690.26586806,0.022505014996663
2459690.26592593,0.01903782025338
2459690.26599537,0.019680416662256
2459690.26605324,0.020724536182989
2459690.26611111,0.020592913829762
2459690.26616898,0.021220136663085
2459690.26623843,0.022984014009742
2459690.2662963,0.022332769644628
2459690.26635417,0.019252568659792
2459690.26641204,0.020880536391578
2459690.26648148,0.018739834577712
2459690.26653935,0.021165540389983
2459690.26659722,0.023008863509526
2459690.26665509,0.020365490418843
2459690.26671296,0.017974682194687
2459690.26677083,0.02126773377678
2459690.2668287,0.018726732229623
2459690.26688657,0.019725519004579
2459690.26695602,0.019233954351615
2459690.26701389,0.0228174604196
2459690.26707176,0.01946870822628
2459690.26712963,0.020413118331113
2459690.26719907,0.023155293131377
2459690.26725694,0.021055274873532
2459690.26731481,0.019033538819673
2459690.26737268,0.022331612122729
2459690.26744213,0.021137393406
2459690.2675,0.020049201979131
2459690.26755787,0.021935742522194
2459690.26761574,0.019842855137303
2459690.26768519,0.020029306028917
2459690.26774306,0.023124692430387
2459690.26780093,0.019918777572934
2459690.2678588,0.021842373955228
2459690.26792824,0.018787974877565
2459690.26798611,0.021542339705798
2459690.26804398,0.020005951614457
2459690.26810185,0.019175103650307
2459690.2681713,0.01946870822628
2459690.26822917,0.020454028942974
2459690.26828704,0.02192757624545
2459690.26834491,0.017666171062231
2459690.26840278,0.02086709371235
2459690.26846065,0.02092277228285
2459690.26851852,0.020423873285937
2459690.26857639,0.018787974877565
2459690.26864583,0.021935920313495
2459690.2687037,0.020824862544564
2459690.26876157,0.020546177260016
2459690.26881944,0.020433142195952
2459690.26888889,0.019627878132901
2459690.26894676,0.019550327362988
2459690.26900463,0.018303040730982
2459690.2690625,0.019425194979717
2459690.26913194,0.016932017009205
2459690.26918981,0.021650981502001
2459690.26924769,0.022098651542572
2459690.26930556,0.019935087158074
2459690.269375,0.019275064202228
2459690.26943287,0.022482777853281
2459690.26949074,0.018905451594712
2459690.26954861,0.02163456724781
2459690.26961806,0.021767310352912
2459690.26967593,0.021942326676996
2459690.2697338,0.019287389662679
2459690.26979167,0.020862042086047
2459690.26984954,0.021131713134528
2459690.26990741,0.020915750046317
2459690.26996528,0.021078740474706
2459690.27002315,0.018424483710541
2459690.27009259,0.021079898007343
2459690.27015046,0.019825534040726
2459690.27020833,0.019743520456089
2459690.2702662,0.019233980347292
2459690.27032407,0.02243327885085
2459690.27038194,0.020349093345896
2459690.27043981,0.01918467096408
2459690.27049769,0.018679427186078
2459690.27056713,0.021326164680974
2459690.270625,0.018777244206752
2459690.27068287,0.017977967070834
2459690.27074074,0.023430083226485
2459690.27079861,0.0202368871124
2459690.27085648,0.02023845349823
2459690.27091435,0.020907185367715
2459690.27097222,0.021181029247891
2459690.27104167,0.019143928541446
2459690.27109954,0.02081930834586
2459690.27115741,0.02046946017852
2459690.27121528,0.019649173010588
2459690.27127315,0.02053339475099
2459690.27133102,0.019484368093423
2459690.27138889,0.022071694543012
2459690.27144676,0.018443887876476
2459690.2715162,0.019835475794646
2459690.27157407,0.019425848758806
2459690.27163194,0.022054264893666
2459690.27168981,0.020138065944872
2459690.27174768,0.01885051988673
2459690.27180556,0.021558666470819
2459690.27186343,0.019367353975182
2459690.2719213,0.01829469321962
2459690.27199074,0.021426679630778
2459690.27204861,0.018711715581421
2459690.27210648,0.019591245493842
2459690.27216435,0.019554868958906
2459690.27222222,0.020930047778254
2459690.27228009,0.021345582681201
2459690.27233796,0.019677093281275
2459690.27239583,0.021444323258149
2459690.2724537,0.019724999366287
2459690.27251157,0.020150880874046
2459690.27256944,0.020649852299714
2459690.27262731,0.021326164680974
2459690.27268519,0.019932247740784
2459690.27274306,0.02090270317447
2459690.27280093,0.023153965103196
2459690.2728588,0.020089031833317
2459690.27291667,0.021945307015396
2459690.27297454,0.021113138089825
2459690.27303241,0.021622812028041
2459690.27309028,0.019203713182611
2459690.27314815,0.020744235343825
2459690.27320602,0.021964000091058
2459690.27326389,0.018656971887206
2459690.27332176,0.019628573559992
2459690.27337963,0.020526358663923
2459690.2734375,0.020025358923126
2459690.27349537,0.022921825843506
2459690.27355324,0.021330053914606
2459690.27361111,0.021200511786275
2459690.27366898,0.021213260004064
2459690.27372685,0.020911386850231
2459690.27378472,0.020029306028917
2459690.27384259,0.020919249508527
2459690.27390046,0.021200672159156
2459690.27395833,0.017655449583627
2459690.2740162,0.022707135442411
2459690.27407407,0.019792203010277
2459690.27413194,0.019827281709806
2459690.27418981,0.020333787153406
2459690.27424769,0.019225631329036
2459690.27430556,0.022898480298919
2459690.27436343,0.019330354368195
2459690.2744213,0.021337305359394
2459690.27447917,0.022284667374677
2459690.27453704,0.019356717180349
2459690.27459491,0.020498929240329
2459690.27465278,0.019930386348488
2459690.27471065,0.022038239494116
2459690.27476852,0.019168740177696
2459690.27482639,0.02042707516998
2459690.27488426,0.021210867497583
2459690.27494213,0.01744400756707
2459690.275,0.020031767271012
2459690.27505787,0.0192095314883
2459690.27511574,0.021946218353056
2459690.27517361,0.018427900043141
2459690.27523148,0.020942564312901
2459690.27528935,0.019033538819673
2459690.27534722,0.018984248734148
2459690.27540509,0.022725459291288
2459690.27546296,0.01885429924447
2459690.27552083,0.021436016420968
2459690.2755787,0.021255269934772
2459690.27563657,0.020779186702083
2459690.27569444,0.017419512048275
2459690.27575231,0.019440915616298
2459690.27581019,0.019857532575826
2459690.27586806,0.019081346912627
2459690.27592593,0.023232950738122
2459690.2759838,0.023117917293736
2459690.27604167,0.018866356298978
2459690.27609954,0.021946974734573
2459690.27615741,0.019466527682152
2459690.27621528,0.020660341236291
2459690.27627315,0.021230115402418
2459690.27633102,0.021313666976849
2459690.27638889,0.023079360909696
2459690.27644676,0.020005341786633
2459690.27650463,0.021884069548418
2459690.2765625,0.020260649051795
2459690.27662037,0.021700714273959
2459690.27667824,0.018146826168782
2459690.27673611,0.020109863251649
2459690.27679398,0.020450926629373
2459690.27685185,0.02004981047292
2459690.27690972,0.021715146787439
2459690.27696759,0.020393601937863
2459690.27702546,0.024228578167115
2459690.27708333,0.022380464695801
2459690.2771412,0.020094399717334
2459690.27719907,0.021207967842299
2459690.27725694,0.018570691963414
2459690.27731481,0.020250916028664
2459690.27737269,0.018984248734148
2459690.27743056,0.02152969577119
2459690.27748843,0.022403216286953
2459690.2775463,0.02025496482347
2459690.27760417,0.022815299691216
2459690.27766204,0.021027722178115
2459690.27771991,0.021552146064835
2459690.27777778,0.019682177216965
2459690.27783565,0.020742376912977
2459690.27789352,0.021454197724455
2459690.27795139,0.018679427186078
2459690.27800926,0.020752185427082
2459690.27806713,0.018621549344778
2459690.278125,0.019867262015688
2459690.27818287,0.01942949047196
2459690.27824074,0.02106790212622
2459690.27829861,0.02352801946616
2459690.27835648,0.020870577375818
2459690.27841435,0.020374162559477
2459690.27847222,0.020592250969722
2459690.27853009,0.02241347362637
2459690.27858796,0.021928889620772
2459690.27864583,0.019627330434881
2459690.2787037,0.022925891476669
2459690.27876157,0.018268346942184
2459690.27881944,0.021673036243222
2459690.27887731,0.021499369758205
2459690.27893519,0.020541141643054
2459690.27899306,0.019466301651829
2459690.27905093,0.021119008025947
2459690.2791088,0.020640397282998
2459690.27916667,0.019451154207399
2459690.27922454,0.022690193917197
2459690.27928241,0.019244025046752
2459690.27934028,0.020149741933831
2459690.27939815,0.021848986246506
2459690.27945602,0.019366951231415
2459690.27951389,0.021544990136921
2459690.27957176,0.019224767878963
2459690.27962963,0.020029330992322
2459690.2796875,0.018628204422327
2459690.27974537,0.018794363516757
2459690.27980324,0.0222860247689
2459690.27986111,0.021144318385798
2459690.27991898,0.023128469469466
2459690.27997685,0.02189131562972
2459690.28003472,0.020934407084988
2459690.28009259,0.020360768649538
2459690.28015046,0.018330428254681
2459690.28020833,0.021946974734573
2459690.2802662,0.019309212827042
2459690.28032407,0.022083917224985
2459690.28038194,0.018429674440966
2459690.28043981,0.020266983001917
2459690.28049769,0.020824862544564
2459690.28055556,0.020584452871038
2459690.28061343,0.02304893489947
2459690.2806713,0.01909637923796
2459690.28072917,0.022138827882253
2459690.28078704,0.021034775967431
2459690.28084491,0.021129611922608
2459690.28090278,0.021583755465627
2459690.28096065,0.018752434508618
2459690.28101852,0.022620985831745
2459690.28107639,0.021415585446119
2459690.28113426,0.019490728565141
2459690.28119213,0.018523674041615
2459690.28125,0.0201987252073
2459690.28130787,0.020660341236291
2459690.28136574,0.019524499993598
2459690.28142361,0.021675963646399
2459690.28148148,0.020418998506293
2459690.28153935,0.021723751977962
2459690.28159722,0.020611673876714
2459690.28165509,0.021239008922264
2459690.28171296,0.020180815147065
2459690.28177083,0.018847853989248
2459690.2818287,0.021891872921246
2459690.28188657,0.019163113003894
2459690.28194444,0.019849544075369
2459690.28200231,0.020366256406124
2459690.28206019,0.01893029318315
2459690.28211806,0.022718587103955
2459690.28217593,0.018708351076458
2459690.2822338,0.021144318385798
2459690.28229167,0.022129105268854
2459690.28234954,0.022675866025358
2459690.28240741,0.0197184913216
2459690.28246528,0.01975239226018
2459690.28252315,0.020506069833101
2459690.28258102,0.022008857307911
2459690.28263889,0.019149968668382
2459690.28269676,0.022268500174013
2459690.28275463,0.019517551075891
2459690.2828125,0.022191843096057
2459690.28287037,0.019591245493842
2459690.28292824,0.022058159488044
2459690.28298611,0.020798177804798
2459690.28304398,0.021169782710269
2459690.28310185,0.021424698364271
2459690.28315972,0.02032147140342
2459690.28321759,0.022805972901852
2459690.28327546,0.020031864616156
2459690.28333333,0.023713626884136
2459690.2833912,0.019484668331794
2459690.28344907,0.021171211585547
2459690.28350694,0.019906205062744
2459690.28356481,0.021115056239565
2459690.28362269,0.023087013665695
2459690.28368056,0.018739834577712
2459690.28373843,0.021390299203144
2459690.2837963,0.020757381819488
2459690.28385417,0.020483234607845
2459690.28391204,0.021543857593291
2459690.28396991,0.018563674205286
2459690.28402778,0.020150880874046
2459690.28408565,0.021230115402418
2459690.28414352,0.018682692525437
2459690.28420139,0.019387702287791
2459690.28425926,0.019839682457136
2459690.28431713,0.020440831685624
2459690.284375,0.019122426624255
2459690.28443287,0.022027673504027
2459690.28449074,0.018598473055603
2459690.28454861,0.018981111663968
2459690.28460648,0.020189784545656
2459690.28466435,0.021939747035916
2459690.28472222,0.020400061274418
2459690.28478009,0.018408479024623
2459690.28483796,0.022211647845219
2459690.28489583,0.019712526474301
2459690.2849537,0.022071141791942
2459690.28501157,0.02102783869065
2459690.28506944,0.018984248734148
2459690.28512731,0.021942326676996
2459690.28518519,0.019710446468815
2459690.28524306,0.021081055476423
2459690.28530093,0.020201141056881
2459690.2853588,0.020854999400623
2459690.28541667,0.020852167753018
2459690.28547454,0.020460493640184
2459690.28553241,0.021694619148536
2459690.28559028,0.021607482500282
2459690.28564815,0.021502841672672
2459690.28570602,0.020043505182478
2459690.28576389,0.021046303713479
2459690.28582176,0.020569416617882
2459690.28587963,0.017576748846132
2459690.2859375,0.023087013665695
2459690.28599537,0.020136538928028
2459690.28605324,0.020802283528498
2459690.28611111,0.020602817768451
2459690.28616898,0.021500867424362
2459690.28622685,0.022445935044012
2459690.28628472,0.018598473055603
2459690.28634259,0.021133653257305
2459690.28640046,0.018708169338554
2459690.28645833,0.020938206704491
2459690.2865162,0.019813222857476
2459690.28657407,0.020524814250073
2459690.28663194,0.021181605227178
2459690.28668981,0.019567143378634
2459690.28674769,0.021175821117492
2459690.28680556,0.022839713220617
2459690.28686343,0.022872892252621
2459690.2869213,0.019815932983334
2459690.28697917,0.018202219644868
2459690.28703704,0.019634265965398
2459690.28709491,0.019974729034458
2459690.28715278,0.020266790569797
2459690.28721065,0.019716411945382
2459690.28726852,0.019425748376832
2459690.28732639,0.022657285803909
2459690.28738426,0.019379620739323
2459690.28744213,0.02133186114712
2459690.2875,0.019827700320511
2459690.28755787,0.02280729927019
2459690.28761574,0.019857532575826
2459690.28767361,0.020478684039752
2459690.28773148,0.021570185441948
2459690.28778935,0.020369371615246
2459690.28784722,0.020968273653308
2459690.28790509,0.018335672881026
2459690.28796296,0.019425194979717
2459690.28802083,0.019572455134704
2459690.2880787,0.021017763915317
2459690.28813657,0.021281863170315
2459690.28819444,0.020120464706363
2459690.28825231,0.022851632326816
2459690.28831019,0.020189784545656
2459690.28836806,0.020879157071108
2459690.28842593,0.021239882297226
2459690.2884838,0.017519851597545
2459690.28854167,0.021544990136921
2459690.28859954,0.019231417004475
2459690.28865741,0.021463657656607
2459690.28871528,0.017740239569972
2459690.28877315,0.020384506371262
2459690.28883102,0.021455630962524
2459690.28888889,0.019293485947335
2459690.28894676,0.021945307015396
2459690.28900463,0.019040716898268
2459690.2890625,0.02072001447876
2459690.28912037,0.018733558124393
2459690.28917824,0.022369079104872
2459690.28923611,0.020605470147512
2459690.28929398,0.021343022278956
2459690.28935185,0.022445935044012
2459690.28940972,0.01815591363716
2459690.28946759,0.022319590049999
2459690.28952546,0.019736648651684
2459690.28958333,0.021194272811305
2459690.2896412,0.021750691943017
2459690.28969907,0.023556190269227
2459690.28975694,0.0219364103718
2459690.28981481,0.020611673876714
2459690.28987269,0.021148749372008
2459690.28993056,0.018117463950564
2459690.28998843,0.01870138497545
2459690.2900463,0.020468053156077
2459690.29010417,0.021169114294179
2459690.29016204,0.020942564312901
2459690.29021991,0.019969842262772
2459690.29027778,0.020842125611367
2459690.29033565,0.020947317250665
2459690.29039352,0.01980676904495
2459690.29045139,0.021074572356278
2459690.29050926,0.019172253388687
2459690.29056713,0.021124691713727
2459690.290625,0.019490928659251
2459690.29068287,0.020640397282998
2459690.29074074,0.020790363152192
2459690.29079861,0.020283830999099
2459690.29085648,0.020041606722017
2459690.29091435,0.019133805162591
2459690.29097222,0.022054906483592
2459690.29103009,0.017464389482602
2459690.29108796,0.020838051732348
2459690.29114583,0.01859277816788
2459690.2912037,0.020340073746179
2459690.29126157,0.021778808507354
2459690.29131944,0.017385384666438
2459690.29137731,0.021255385199991
2459690.29143519,0.017867257763854
2459690.29149306,0.021055946903429
2459690.29155093,0.019875414461087
2459690.2916088,0.020838051732348
2459690.29166667,0.021930914253628
2459690.29172454,0.019007061845535
2459690.29178241,0.021185428954827
2459690.29184028,0.020909146324037
2459690.29189815,0.022805159503937
2459690.29195602,0.020942564312901
2459690.29201389,0.019748364489243
2459690.29207176,0.021789651213363
2459690.29212963,0.020050004987531
2459690.2921875,0.020049201979131
2459690.29224537,0.020152890611523
2459690.29230324,0.019760741382853
2459690.29236111,0.022095979272257
2459690.29241898,0.0207038039983
2459690.29247685,0.021042918048598
2459690.29253472,0.018708351076458
2459690.29259259,0.020129292088894
2459690.29265046,0.021536018666411
2459690.29270833,0.022620532708139
